fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.800,0.550,0.040,2.200,0.119,14.000,56.000,0.996,3.210,0.600,10.900,6
7.700,0.570,0.210,1.500,0.069,4.000,9.000,0.995,3.160,0.540,9.800,6
6.200,0.700,0.150,5.100,0.076,13.000,27.000,0.996,3.540,0.600,11.900,6
10.800,0.320,0.440,1.600,0.063,16.000,37.000,0.999,3.220,0.780,10.000,6
7.200,0.390,0.320,1.800,0.065,34.000,60.000,0.997,3.460,0.780,9.900,5
11.300,0.370,0.500,1.800,0.090,20.000,47.000,0.997,3.150,0.570,10.500,5
7.200,0.480,0.070,5.500,0.089,10.000,18.000,0.997,3.370,0.680,11.200,7
7.500,0.500,0.360,6.100,0.071,17.000,102.000,0.998,3.350,0.800,10.500,5
11.900,0.390,0.690,2.800,0.095,17.000,35.000,0.999,3.100,0.610,10.800,6
7.100,0.750,0.010,2.200,0.059,11.000,18.000,0.992,3.390,0.400,12.800,6
8.200,0.430,0.290,1.600,0.081,27.000,45.000,0.996,3.250,0.540,10.300,5
7.800,0.545,0.120,2.500,0.068,11.000,35.000,0.996,3.340,0.610,11.600,6
8.000,0.570,0.230,3.200,0.073,17.000,119.000,0.997,3.260,0.570,9.300,5
8.400,0.310,0.290,3.100,0.194,14.000,26.000,0.995,3.220,0.780,12.000,6
9.900,0.490,0.580,3.500,0.094,9.000,43.000,1.000,3.290,0.580,9.000,5
9.600,0.380,0.310,2.500,0.096,16.000,49.000,0.998,3.190,0.700,10.000,7
6.100,0.640,0.020,2.400,0.069,26.000,46.000,0.994,3.470,0.450,11.000,5
7.000,0.690,0.000,1.900,0.114,3.000,10.000,0.996,3.350,0.600,9.700,6
15.600,0.645,0.490,4.200,0.095,10.000,23.000,1.003,2.920,0.740,11.100,5
7.400,0.520,0.130,2.400,0.078,34.000,61.000,0.995,3.430,0.590,10.800,6
8.600,0.470,0.270,2.300,0.055,14.000,28.000,0.995,3.180,0.800,11.200,5
8.700,0.780,0.510,1.700,0.415,12.000,66.000,0.996,3.000,1.170,9.200,5
6.600,0.500,0.000,1.800,0.062,21.000,28.000,0.994,3.440,0.550,12.300,6
9.200,0.430,0.520,2.300,0.083,14.000,23.000,0.998,3.350,0.610,11.300,6
7.100,0.310,0.300,2.200,0.053,36.000,127.000,0.997,2.940,1.620,9.500,5
9.100,0.775,0.220,2.200,0.079,12.000,48.000,0.998,3.180,0.510,9.600,5
7.600,0.350,0.600,2.600,0.073,23.000,44.000,0.997,3.380,0.790,11.100,6
5.200,0.340,0.000,1.800,0.050,27.000,63.000,0.992,3.680,0.790,14.000,6
10.400,0.440,0.730,6.550,0.074,38.000,76.000,0.999,3.170,0.850,12.000,7
8.400,0.620,0.120,1.800,0.072,38.000,46.000,0.995,3.380,0.890,11.800,6
9.000,0.785,0.240,1.700,0.078,10.000,21.000,0.997,3.290,0.670,10.000,5
9.000,0.690,0.000,2.400,0.088,19.000,38.000,0.999,3.350,0.600,9.300,5
5.300,0.470,0.110,2.200,0.048,16.000,89.000,0.992,3.540,0.880,13.567,7
6.800,0.560,0.220,1.800,0.074,15.000,24.000,0.994,3.400,0.820,11.200,6
8.900,0.875,0.130,3.450,0.088,4.000,14.000,0.999,3.440,0.520,11.500,5
11.200,0.500,0.740,5.150,0.100,5.000,17.000,1.000,3.220,0.620,11.200,5
7.500,0.520,0.420,2.300,0.087,8.000,38.000,0.997,3.580,0.610,10.500,6
7.400,0.250,0.290,2.200,0.054,19.000,49.000,0.997,3.400,0.760,10.900,7
7.000,0.650,0.020,2.100,0.066,8.000,25.000,0.997,3.470,0.670,9.500,6
6.800,0.810,0.050,2.000,0.070,6.000,14.000,0.996,3.510,0.660,10.800,6
8.300,0.530,0.000,1.400,0.070,6.000,14.000,0.996,3.250,0.640,10.000,6
5.100,0.510,0.180,2.100,0.042,16.000,101.000,0.992,3.460,0.870,12.900,7
7.000,0.510,0.090,2.100,0.062,4.000,9.000,0.996,3.350,0.540,10.500,5
5.400,0.740,0.090,1.700,0.089,16.000,26.000,0.994,3.670,0.560,11.600,6
7.300,0.650,0.000,1.200,0.065,15.000,21.000,0.995,3.390,0.470,10.000,7
9.100,0.500,0.300,1.900,0.065,8.000,17.000,0.998,3.320,0.710,10.500,6
11.300,0.340,0.450,2.000,0.082,6.000,15.000,0.999,2.940,0.660,9.200,6
10.200,0.230,0.370,2.200,0.057,14.000,36.000,0.996,3.230,0.490,9.300,4
10.500,0.420,0.660,2.950,0.116,12.000,29.000,0.997,3.240,0.750,11.700,7
8.500,0.660,0.200,2.100,0.097,23.000,113.000,0.997,3.130,0.480,9.200,5
6.500,0.460,0.140,2.400,0.114,9.000,37.000,0.997,3.660,0.650,9.800,5
7.700,0.965,0.100,2.100,0.112,11.000,22.000,0.996,3.260,0.500,9.500,5
10.700,0.460,0.390,2.000,0.061,7.000,15.000,0.998,3.180,0.620,9.500,5
7.000,0.690,0.070,2.500,0.091,15.000,21.000,0.996,3.380,0.600,11.300,6
10.400,0.260,0.480,1.900,0.066,6.000,10.000,0.997,3.330,0.870,10.900,6
8.200,0.310,0.400,2.200,0.058,6.000,10.000,0.995,3.310,0.680,11.200,7
10.900,0.320,0.520,1.800,0.132,17.000,44.000,0.997,3.280,0.770,11.500,6
7.000,0.430,0.300,2.000,0.085,6.000,39.000,0.993,3.330,0.460,11.900,6
7.700,0.410,0.760,1.800,0.611,8.000,45.000,0.997,3.060,1.260,9.400,5
9.900,0.350,0.380,1.500,0.058,31.000,47.000,0.997,3.260,0.820,10.600,7
7.100,0.600,0.010,2.300,0.079,24.000,37.000,0.995,3.400,0.610,10.900,6
9.100,0.280,0.480,1.800,0.067,26.000,46.000,0.997,3.320,1.040,10.600,6
7.300,0.430,0.240,2.500,0.078,27.000,67.000,0.996,3.600,0.590,11.100,6
8.800,0.520,0.340,2.700,0.087,24.000,122.000,0.998,3.260,0.610,9.500,5
5.200,0.340,0.000,1.800,0.050,27.000,63.000,0.992,3.680,0.790,14.000,6
10.400,0.640,0.240,2.800,0.105,29.000,53.000,1.000,3.240,0.670,9.900,5
7.200,0.360,0.460,2.100,0.074,24.000,44.000,0.995,3.400,0.850,11.000,7
8.500,0.370,0.200,2.800,0.090,18.000,58.000,0.998,3.340,0.700,9.600,6
6.500,0.885,0.000,2.300,0.166,6.000,12.000,0.996,3.560,0.510,10.800,5
6.800,0.670,0.150,1.800,0.118,13.000,20.000,0.995,3.420,0.670,11.300,6
12.600,0.310,0.720,2.200,0.072,6.000,29.000,0.999,2.880,0.820,9.800,8
11.900,0.380,0.490,2.700,0.098,12.000,42.000,1.000,3.160,0.610,10.300,5
8.000,0.715,0.220,2.300,0.075,13.000,81.000,0.997,3.240,0.540,9.500,6
8.900,0.590,0.500,2.000,0.337,27.000,81.000,0.996,3.040,1.610,9.500,6
6.600,0.725,0.090,5.500,0.117,9.000,17.000,0.997,3.350,0.490,10.800,6
7.700,0.430,0.250,2.600,0.073,29.000,63.000,0.996,3.370,0.580,10.500,6
8.300,0.850,0.140,2.500,0.093,13.000,54.000,0.997,3.360,0.540,10.100,5
7.500,0.570,0.020,2.600,0.077,11.000,35.000,0.996,3.360,0.620,10.800,6
11.600,0.440,0.640,2.100,0.059,5.000,15.000,0.998,3.210,0.670,10.200,6
8.900,0.750,0.140,2.500,0.086,9.000,30.000,0.998,3.340,0.640,10.500,5
8.300,0.625,0.200,1.500,0.080,27.000,119.000,0.997,3.160,1.120,9.100,4
6.900,0.490,0.100,2.300,0.074,12.000,30.000,0.996,3.420,0.580,10.200,6
12.600,0.410,0.540,2.800,0.103,19.000,41.000,0.999,3.210,0.760,11.300,6
6.400,0.795,0.000,2.200,0.065,28.000,52.000,0.994,3.490,0.520,11.600,5
8.300,0.260,0.370,1.400,0.076,8.000,23.000,0.997,3.260,0.700,9.600,6
8.200,0.730,0.210,1.700,0.074,5.000,13.000,0.997,3.200,0.520,9.500,5
5.100,0.420,0.000,1.800,0.044,18.000,88.000,0.992,3.680,0.730,13.600,7
15.500,0.645,0.490,4.200,0.095,10.000,23.000,1.003,2.920,0.740,11.100,5
7.500,0.630,0.120,5.100,0.111,50.000,110.000,0.998,3.260,0.770,9.400,5
6.600,0.500,0.010,1.500,0.060,17.000,26.000,0.995,3.400,0.580,9.800,6
7.100,0.660,0.000,2.400,0.052,6.000,11.000,0.993,3.350,0.660,12.700,7
7.400,0.610,0.010,2.000,0.074,13.000,38.000,0.997,3.480,0.650,9.800,5
7.000,0.540,0.000,2.100,0.079,39.000,55.000,0.996,3.390,0.840,11.400,6
6.700,0.540,0.130,2.000,0.076,15.000,36.000,0.997,3.610,0.640,9.800,5
10.400,0.340,0.580,3.700,0.174,6.000,16.000,0.997,3.190,0.700,11.300,6
10.300,0.340,0.520,2.800,0.159,15.000,75.000,1.000,3.180,0.640,9.400,5
11.200,0.670,0.550,2.300,0.084,6.000,13.000,1.000,3.170,0.710,9.500,6
7.800,0.870,0.260,3.800,0.107,31.000,67.000,0.997,3.260,0.460,9.200,5
10.500,0.240,0.420,1.800,0.077,6.000,22.000,0.998,3.210,1.050,10.800,7
7.700,0.640,0.210,2.200,0.077,32.000,133.000,0.996,3.270,0.450,9.900,5
13.800,0.490,0.670,3.000,0.093,6.000,15.000,0.999,3.020,0.930,12.000,6
8.200,0.240,0.340,5.100,0.062,8.000,22.000,0.997,3.220,0.940,10.900,6
7.800,0.540,0.260,2.000,0.088,23.000,48.000,0.998,3.410,0.740,9.200,6
7.700,0.580,0.010,1.800,0.088,12.000,18.000,0.996,3.320,0.560,10.500,7
7.200,0.630,0.030,2.200,0.080,17.000,88.000,0.997,3.530,0.580,9.800,6
7.800,0.570,0.090,2.300,0.065,34.000,45.000,0.994,3.460,0.740,12.700,8
7.500,0.380,0.570,2.300,0.106,5.000,12.000,0.996,3.360,0.550,11.400,6
9.600,0.680,0.240,2.200,0.087,5.000,28.000,0.999,3.140,0.600,10.200,5
5.000,0.400,0.500,4.300,0.046,29.000,80.000,0.990,3.490,0.660,13.600,6
15.900,0.360,0.650,7.500,0.096,22.000,71.000,0.998,2.980,0.840,14.900,5
8.000,0.420,0.170,2.000,0.073,6.000,18.000,0.997,3.290,0.610,9.200,6
5.700,1.130,0.090,1.500,0.172,7.000,19.000,0.994,3.500,0.480,9.800,4
8.000,0.430,0.360,2.300,0.075,10.000,48.000,0.998,3.340,0.460,9.400,5
7.900,0.520,0.260,1.900,0.079,42.000,140.000,0.996,3.230,0.540,9.500,5
6.500,0.630,0.330,1.800,0.059,16.000,28.000,0.995,3.360,0.640,10.100,6
8.800,0.310,0.400,2.800,0.109,7.000,16.000,0.996,3.310,0.790,11.800,7
7.500,0.770,0.200,8.100,0.098,30.000,92.000,0.999,3.200,0.580,9.200,5
6.800,0.480,0.080,1.800,0.074,40.000,64.000,0.995,3.120,0.490,9.600,5
7.200,0.695,0.130,2.000,0.076,12.000,20.000,0.995,3.290,0.540,10.100,5
8.700,0.690,0.310,3.000,0.086,23.000,81.000,1.000,3.480,0.740,11.600,6
12.400,0.490,0.580,3.000,0.103,28.000,99.000,1.001,3.160,1.000,11.500,6
7.100,0.710,0.000,1.900,0.080,14.000,35.000,0.997,3.470,0.550,9.400,5
7.600,0.420,0.250,3.900,0.104,28.000,90.000,0.998,3.150,0.570,9.100,5
6.600,0.580,0.020,2.000,0.062,37.000,53.000,0.994,3.350,0.760,11.600,7
10.200,0.440,0.420,2.000,0.071,7.000,20.000,0.996,3.140,0.790,11.100,7
7.500,0.705,0.240,1.800,0.360,15.000,63.000,0.996,3.000,1.590,9.500,5
10.000,0.460,0.440,2.900,0.065,4.000,8.000,0.997,3.330,0.620,12.200,6
9.200,0.410,0.500,2.500,0.055,12.000,25.000,0.995,3.340,0.790,13.300,7
10.200,0.340,0.480,2.100,0.052,5.000,9.000,0.995,3.200,0.690,12.100,7
8.100,0.820,0.000,4.100,0.095,5.000,14.000,0.999,3.360,0.530,9.600,5
7.300,0.730,0.240,1.900,0.108,18.000,102.000,0.997,3.260,0.590,9.300,5
8.300,0.650,0.100,2.900,0.089,17.000,40.000,0.998,3.290,0.550,9.500,5
12.000,0.500,0.590,1.400,0.073,23.000,42.000,0.998,2.920,0.680,10.500,7
8.200,1.000,0.090,2.300,0.065,7.000,37.000,0.997,3.320,0.550,9.000,6
7.300,0.835,0.030,2.100,0.092,10.000,19.000,0.997,3.390,0.470,9.600,5
9.700,0.420,0.460,2.100,0.074,5.000,16.000,0.996,3.270,0.740,12.300,6
7.500,0.610,0.260,1.900,0.073,24.000,88.000,0.996,3.300,0.530,9.800,5
6.600,0.610,0.010,1.900,0.080,8.000,25.000,0.997,3.690,0.730,10.500,5
8.000,0.330,0.530,2.500,0.091,18.000,80.000,0.998,3.370,0.800,9.600,6
9.800,0.500,0.490,2.600,0.250,5.000,20.000,0.999,3.310,0.790,10.700,6
7.200,0.340,0.240,2.000,0.071,30.000,52.000,0.996,3.440,0.580,10.100,5
8.300,0.280,0.480,2.100,0.093,6.000,12.000,0.994,3.260,0.620,12.400,7
9.300,0.490,0.360,1.700,0.081,3.000,14.000,0.997,3.270,0.780,10.900,6
9.100,0.250,0.340,2.000,0.071,45.000,67.000,0.998,3.440,0.860,10.200,7
8.800,0.610,0.190,4.000,0.094,30.000,69.000,0.998,3.220,0.500,10.000,6
8.200,0.440,0.240,2.300,0.063,10.000,28.000,0.996,3.250,0.530,10.200,6
9.300,0.430,0.440,1.900,0.085,9.000,22.000,0.997,3.280,0.550,9.500,5
7.700,0.560,0.200,2.000,0.075,9.000,39.000,0.999,3.480,0.620,9.300,5
7.600,0.460,0.110,2.600,0.079,12.000,49.000,0.997,3.210,0.570,10.000,5
7.000,0.230,0.400,1.600,0.063,21.000,67.000,0.995,3.500,0.630,11.100,5
12.500,0.560,0.490,2.400,0.064,5.000,27.000,1.000,3.080,0.870,10.900,5
8.800,0.410,0.640,2.200,0.093,9.000,42.000,0.999,3.540,0.660,10.500,5
5.300,0.570,0.010,1.700,0.054,5.000,27.000,0.993,3.570,0.840,12.500,7
12.000,0.370,0.760,4.200,0.066,7.000,38.000,1.000,3.220,0.600,13.000,7
7.300,0.380,0.210,2.000,0.080,7.000,35.000,0.996,3.330,0.470,9.500,5
8.900,0.500,0.210,2.200,0.088,21.000,39.000,0.997,3.330,0.830,11.100,6
8.000,0.520,0.250,2.000,0.078,19.000,59.000,0.996,3.300,0.480,10.200,5
7.000,0.690,0.070,2.500,0.091,15.000,21.000,0.996,3.380,0.600,11.300,6
10.200,0.410,0.430,2.200,0.110,11.000,37.000,0.997,3.160,0.670,10.800,5
8.900,0.595,0.410,7.900,0.086,30.000,109.000,1.000,3.270,0.570,9.300,5
7.700,0.690,0.490,1.800,0.115,20.000,112.000,0.997,3.210,0.710,9.300,5
7.300,0.350,0.240,2.000,0.067,28.000,48.000,0.996,3.430,0.540,10.000,4
9.100,0.400,0.570,4.600,0.080,6.000,20.000,0.997,3.280,0.570,12.500,6
6.900,0.740,0.030,2.300,0.054,7.000,16.000,0.995,3.450,0.630,11.500,6
10.300,0.320,0.450,6.400,0.073,5.000,13.000,0.998,3.230,0.820,12.600,8
7.800,0.600,0.140,2.400,0.086,3.000,15.000,0.998,3.420,0.600,10.800,6
7.200,0.570,0.060,1.600,0.076,9.000,27.000,0.997,3.360,0.700,9.600,6
6.900,0.630,0.020,1.900,0.078,18.000,30.000,0.997,3.400,0.750,9.800,5
6.800,0.680,0.210,2.100,0.070,9.000,23.000,0.995,3.380,0.600,10.300,5
8.400,0.590,0.290,2.600,0.109,31.000,119.000,0.998,3.150,0.500,9.100,5
9.000,0.460,0.230,2.800,0.092,28.000,104.000,0.998,3.100,0.560,9.200,5
6.400,0.370,0.250,1.900,0.074,21.000,49.000,0.997,3.570,0.620,9.800,6
8.400,0.620,0.120,1.800,0.072,38.000,46.000,0.995,3.380,0.890,11.800,6
8.900,0.590,0.390,2.300,0.095,5.000,22.000,0.999,3.370,0.580,10.300,5
9.300,0.410,0.390,2.200,0.064,12.000,31.000,0.998,3.260,0.650,10.200,5
9.000,0.580,0.250,2.800,0.075,9.000,104.000,0.998,3.230,0.570,9.700,5
6.900,0.580,0.200,1.750,0.058,8.000,22.000,0.993,3.380,0.490,11.700,5
6.400,0.570,0.020,1.800,0.067,4.000,11.000,0.997,3.460,0.680,9.500,5
7.100,0.735,0.160,1.900,0.100,15.000,77.000,0.997,3.270,0.640,9.300,5
8.000,0.310,0.450,2.100,0.216,5.000,16.000,0.994,3.150,0.810,12.500,7
7.100,0.460,0.140,2.800,0.076,15.000,37.000,0.996,3.360,0.490,10.700,5
9.600,0.600,0.500,2.300,0.079,28.000,71.000,1.000,3.500,0.570,9.700,5
7.800,0.560,0.190,1.800,0.104,12.000,47.000,0.996,3.190,0.930,9.500,5
7.000,0.580,0.120,1.900,0.091,34.000,124.000,0.996,3.440,0.480,10.500,5
6.900,0.480,0.200,1.900,0.082,9.000,23.000,0.996,3.390,0.430,9.050,4
6.700,0.560,0.090,2.900,0.079,7.000,22.000,0.997,3.460,0.610,10.200,5
8.300,0.580,0.130,2.900,0.096,14.000,63.000,0.998,3.170,0.620,9.100,6
7.100,0.530,0.070,1.700,0.071,15.000,24.000,0.995,3.290,0.660,10.800,6
7.000,0.620,0.080,1.800,0.076,8.000,24.000,0.998,3.480,0.530,9.000,5
6.400,0.640,0.210,1.800,0.081,14.000,31.000,0.997,3.590,0.660,9.800,5
8.200,0.340,0.370,1.900,0.057,43.000,74.000,0.994,3.230,0.810,12.000,6
6.800,0.470,0.080,2.200,0.064,18.000,38.000,0.996,3.300,0.650,9.600,6
8.300,0.650,0.100,2.900,0.089,17.000,40.000,0.998,3.290,0.550,9.500,5
10.700,0.350,0.530,2.600,0.070,5.000,16.000,0.997,3.150,0.650,11.000,8
7.500,0.500,0.360,6.100,0.071,17.000,102.000,0.998,3.350,0.800,10.500,5
6.600,0.735,0.020,7.900,0.122,68.000,124.000,0.999,3.470,0.530,9.900,5
9.900,0.590,0.070,3.400,0.102,32.000,71.000,1.000,3.310,0.710,9.800,5
6.600,0.520,0.080,2.400,0.070,13.000,26.000,0.994,3.400,0.720,12.500,7
7.400,1.185,0.000,4.250,0.097,5.000,14.000,0.997,3.630,0.540,10.700,3
9.700,0.690,0.320,2.500,0.088,22.000,91.000,0.998,3.290,0.620,10.100,5
6.400,0.310,0.090,1.400,0.066,15.000,28.000,0.995,3.420,0.700,10.000,7
8.100,0.380,0.480,1.800,0.157,5.000,17.000,0.998,3.300,1.050,9.400,5
9.300,0.430,0.440,1.900,0.085,9.000,22.000,0.997,3.280,0.550,9.500,5
6.800,0.600,0.180,1.900,0.079,18.000,86.000,0.997,3.590,0.570,9.300,6
7.100,0.590,0.010,2.300,0.080,27.000,43.000,0.996,3.420,0.580,10.700,6
7.400,0.785,0.190,5.200,0.094,19.000,98.000,0.997,3.160,0.520,9.600,6
6.600,0.695,0.000,2.100,0.075,12.000,56.000,0.997,3.490,0.670,9.200,5
11.900,0.695,0.530,3.400,0.128,7.000,21.000,0.999,3.170,0.840,12.200,7
6.600,0.895,0.040,2.300,0.068,7.000,13.000,0.996,3.530,0.580,10.800,6
8.900,0.500,0.210,2.200,0.088,21.000,39.000,0.997,3.330,0.830,11.100,6
8.500,0.655,0.490,6.100,0.122,34.000,151.000,1.001,3.310,1.140,9.300,5
10.500,0.390,0.460,2.200,0.075,14.000,27.000,0.996,3.060,0.840,11.400,6
7.100,0.590,0.020,2.300,0.082,24.000,94.000,0.997,3.550,0.530,9.700,6
7.200,0.670,0.000,2.200,0.068,10.000,24.000,0.996,3.420,0.720,11.100,6
9.300,0.655,0.260,2.000,0.096,5.000,35.000,0.997,3.250,0.420,9.600,5
9.200,0.360,0.340,1.600,0.062,5.000,12.000,0.997,3.200,0.670,10.500,6
6.700,0.320,0.440,2.400,0.061,24.000,34.000,0.995,3.290,0.800,11.600,7
7.600,0.410,0.490,2.000,0.088,16.000,43.000,0.998,3.480,0.640,9.100,5
7.900,0.430,0.210,1.600,0.106,10.000,37.000,0.997,3.170,0.910,9.500,5
11.500,0.410,0.520,3.000,0.080,29.000,55.000,1.000,3.260,0.880,11.000,5
7.600,0.645,0.030,1.900,0.086,14.000,57.000,0.997,3.370,0.460,10.300,5
12.200,0.340,0.500,2.400,0.066,10.000,21.000,1.000,3.120,1.180,9.200,6
7.800,0.550,0.350,2.200,0.074,21.000,66.000,0.997,3.250,0.560,9.200,5
9.900,0.350,0.550,2.100,0.062,5.000,14.000,0.997,3.260,0.790,10.600,5
8.100,0.725,0.220,2.200,0.072,11.000,41.000,0.997,3.360,0.550,9.100,5
9.100,0.280,0.460,9.000,0.114,3.000,9.000,0.999,3.180,0.600,10.900,6
7.100,0.460,0.200,1.900,0.077,28.000,54.000,0.996,3.370,0.640,10.400,6
8.900,0.320,0.310,2.000,0.088,12.000,19.000,0.996,3.170,0.550,10.400,6
7.000,0.560,0.170,1.700,0.065,15.000,24.000,0.995,3.440,0.680,10.550,7
7.700,0.490,0.260,1.900,0.062,9.000,31.000,0.997,3.390,0.640,9.600,5
8.900,0.350,0.400,3.600,0.110,12.000,24.000,0.995,3.230,0.700,12.000,7
9.300,0.330,0.450,1.500,0.057,19.000,37.000,0.995,3.180,0.890,11.100,7
7.000,0.540,0.090,2.000,0.081,10.000,16.000,0.995,3.430,0.590,11.500,6
7.000,0.650,0.020,2.100,0.066,8.000,25.000,0.997,3.470,0.670,9.500,6
7.600,0.430,0.310,2.100,0.069,13.000,74.000,0.996,3.260,0.540,9.900,6
5.600,0.660,0.000,2.200,0.087,3.000,11.000,0.994,3.710,0.630,12.800,7
7.500,0.600,0.030,1.800,0.095,25.000,99.000,0.995,3.350,0.540,10.100,5
8.600,0.520,0.380,1.500,0.096,5.000,18.000,0.997,3.200,0.520,9.400,5
6.600,0.960,0.000,1.800,0.082,5.000,16.000,0.994,3.500,0.440,11.900,6
6.300,0.510,0.130,2.300,0.076,29.000,40.000,0.996,3.420,0.750,11.000,6
8.600,0.630,0.170,2.900,0.099,21.000,119.000,0.998,3.090,0.520,9.300,5
12.300,0.500,0.490,2.200,0.089,5.000,14.000,1.000,3.190,0.440,9.600,5
7.500,0.380,0.480,2.600,0.073,22.000,84.000,0.997,3.320,0.700,9.600,4
7.500,0.510,0.020,1.700,0.084,13.000,31.000,0.995,3.360,0.540,10.500,6
10.200,0.645,0.360,1.800,0.053,5.000,14.000,0.998,3.170,0.420,10.000,6
13.000,0.470,0.490,4.300,0.085,6.000,47.000,1.002,3.300,0.680,12.700,6
8.200,0.380,0.320,2.500,0.080,24.000,71.000,0.996,3.270,0.850,11.000,6
5.600,0.660,0.000,2.500,0.066,7.000,15.000,0.993,3.520,0.580,12.900,5
8.600,0.550,0.090,3.300,0.068,8.000,17.000,0.997,3.230,0.440,10.000,5
10.700,0.400,0.480,2.100,0.125,15.000,49.000,0.998,3.030,0.810,9.700,6
10.100,0.935,0.220,3.400,0.105,11.000,86.000,1.001,3.430,0.640,11.300,4
8.200,0.350,0.330,2.400,0.076,11.000,47.000,0.996,3.270,0.810,11.000,6
7.600,0.410,0.330,2.500,0.078,6.000,23.000,0.996,3.300,0.580,11.200,5
8.200,0.330,0.320,2.800,0.067,4.000,12.000,0.995,3.300,0.760,12.800,7
7.400,0.370,0.430,2.600,0.082,18.000,82.000,0.997,3.330,0.680,9.700,6
8.300,0.540,0.280,1.900,0.077,11.000,40.000,0.998,3.390,0.610,10.000,6
8.300,0.760,0.290,4.200,0.075,12.000,16.000,0.997,3.450,0.680,11.500,6
7.900,0.300,0.680,8.300,0.050,37.500,289.000,0.993,3.010,0.510,12.300,7
7.500,0.685,0.070,2.500,0.058,5.000,9.000,0.996,3.380,0.550,10.900,4
7.000,0.690,0.080,1.800,0.097,22.000,89.000,0.996,3.340,0.540,9.200,6
10.700,0.430,0.390,2.200,0.106,8.000,32.000,0.999,2.890,0.500,9.600,5
7.400,0.470,0.460,2.200,0.114,7.000,20.000,0.996,3.320,0.630,10.500,5
8.700,0.840,0.000,1.400,0.065,24.000,33.000,0.995,3.270,0.550,9.700,5
9.400,0.270,0.530,2.400,0.074,6.000,18.000,0.996,3.200,1.130,12.000,7
6.900,0.540,0.040,3.000,0.077,7.000,27.000,0.999,3.690,0.910,9.400,6
9.700,0.550,0.170,2.900,0.087,20.000,53.000,1.000,3.140,0.610,9.400,5
8.800,0.300,0.380,2.300,0.060,19.000,72.000,0.995,3.390,0.720,11.800,6
6.700,0.540,0.130,2.000,0.076,15.000,36.000,0.997,3.610,0.640,9.800,5
6.800,0.490,0.220,2.300,0.071,13.000,24.000,0.994,3.410,0.830,11.300,6
7.700,0.935,0.430,2.200,0.114,22.000,114.000,0.997,3.250,0.730,9.200,5
7.700,0.750,0.270,3.800,0.110,34.000,89.000,0.997,3.240,0.450,9.300,5
7.100,0.340,0.280,2.000,0.082,31.000,68.000,0.997,3.450,0.480,9.400,5
7.100,0.470,0.000,2.200,0.067,7.000,14.000,0.995,3.400,0.580,10.900,4
7.900,0.400,0.290,1.800,0.157,1.000,44.000,0.997,3.300,0.920,9.500,6
6.000,0.310,0.470,3.600,0.067,18.000,42.000,0.995,3.390,0.660,11.000,6
7.400,0.700,0.000,1.900,0.076,11.000,34.000,0.998,3.510,0.560,9.400,5
6.800,0.360,0.320,1.800,0.067,4.000,8.000,0.993,3.360,0.550,12.800,7
7.100,0.755,0.150,1.800,0.107,20.000,84.000,0.996,3.190,0.500,9.500,5
7.900,0.370,0.230,1.800,0.077,23.000,49.000,0.996,3.280,0.670,9.300,5
6.800,0.640,0.000,2.700,0.123,15.000,33.000,0.995,3.440,0.630,11.300,6
6.400,0.420,0.090,2.300,0.054,34.000,64.000,0.997,3.410,0.680,10.400,6
10.000,0.440,0.490,2.700,0.077,11.000,19.000,0.996,3.230,0.630,11.600,7
9.100,0.290,0.330,2.050,0.063,13.000,27.000,0.995,3.260,0.840,11.700,7
8.600,0.370,0.650,6.400,0.080,3.000,8.000,0.998,3.270,0.580,11.000,5
6.700,0.280,0.280,2.400,0.012,36.000,100.000,0.991,3.260,0.390,11.700,7
7.900,0.180,0.400,2.200,0.049,38.000,67.000,0.996,3.330,0.930,11.300,5
8.400,0.650,0.600,2.100,0.112,12.000,90.000,0.997,3.200,0.520,9.200,5
7.400,0.640,0.070,1.800,0.100,8.000,23.000,0.996,3.300,0.580,9.600,5
8.600,0.470,0.300,3.000,0.076,30.000,135.000,0.998,3.300,0.530,9.400,5
8.200,0.400,0.440,2.800,0.089,11.000,43.000,0.998,3.530,0.610,10.500,6
7.800,0.390,0.420,2.000,0.086,9.000,21.000,0.995,3.390,0.660,11.600,6
9.600,0.380,0.420,1.900,0.071,5.000,13.000,0.997,3.150,0.750,10.500,6
10.600,0.340,0.490,3.200,0.078,20.000,78.000,0.999,3.190,0.700,10.000,6
8.800,0.660,0.260,1.700,0.074,4.000,23.000,0.997,3.150,0.740,9.200,5
7.400,0.550,0.190,1.800,0.082,15.000,34.000,0.997,3.490,0.680,10.500,5
8.100,0.720,0.090,2.800,0.084,18.000,49.000,0.999,3.430,0.720,11.100,6
11.600,0.470,0.440,1.600,0.147,36.000,51.000,0.998,3.380,0.860,9.900,4
7.000,0.690,0.070,2.500,0.091,15.000,21.000,0.996,3.380,0.600,11.300,6
9.900,0.540,0.260,2.000,0.111,7.000,60.000,0.997,2.940,0.980,10.200,5
13.000,0.320,0.650,2.600,0.093,15.000,47.000,1.000,3.050,0.610,10.600,5
10.400,0.260,0.480,1.900,0.066,6.000,10.000,0.997,3.330,0.870,10.900,6
9.400,0.330,0.590,2.800,0.079,9.000,30.000,0.998,3.120,0.540,12.000,6
